04:31.141	ID:6	34666	P	193.12	53	269663	8575200	54145	64297	0	0	16055	147754	4118	2698	0	0	(radio	1.33%	/	4.16%	tx	0.61%	/	2.51%	listen	0.72%	/	1.64%)
04:36.141	ID:6	35306	P	193.12	54	283638	8725032	56066	67214	0	0	13973	149832	1921	2917	0	0	(radio	1.36%	/	2.95%	tx	0.62%	/	1.17%	listen	0.74%	/	1.78%)
04:41.141	ID:6	35946	P	193.12	55	298248	8874213	59857	69299	0	0	14608	149181	3791	2085	0	0	(radio	1.40%	/	3.58%	tx	0.65%	/	2.31%	listen	0.75%	/	1.27%)
04:46.146	ID:6	36586	P	193.12	56	321736	9014715	65146	73971	0	0	23486	140502	5289	4672	0	0	(radio	1.49%	/	6.07%	tx	0.69%	/	3.22%	listen	0.79%	/	2.84%)
04:51.145	ID:6	37226	P	193.12	57	345402	9154852	71821	77629	0	0	23663	140137	6675	3658	0	0	(radio	1.57%	/	6.30%	tx	0.75%	/	4.07%	listen	0.81%	/	2.23%)
04:56.145	ID:6	37866	P	193.12	58	369557	9294525	78233	81580	0	0	24152	139673	6412	3951	0	0	(radio	1.65%	/	6.32%	tx	0.80%	/	3.91%	listen	0.84%	/	2.41%)
05:01.141	ID:6	38506	P	193.12	59	389266	9438477	82714	85537	0	0	19707	143952	4481	3957	0	0	(radio	1.71%	/	5.15%	tx	0.84%	/	2.73%	listen	0.87%	/	2.41%)
05:06.145	ID:6	39146	P	193.12	60	414395	9577320	87360	90222	0	0	25126	138843	4646	4685	0	0	(radio	1.77%	/	5.69%	tx	0.87%	/	2.83%	listen	0.90%	/	2.85%)
05:11.213	ID:6	39795	P	193.12	61	448225	9709475	96098	96682	0	0	33828	132155	8738	6460	0	0	(radio	1.89%	/	9.15%	tx	0.94%	/	5.26%	listen	0.95%	/	3.89%)
05:16.141	ID:6	40426	P	193.12	62	477909	9841272	105735	101823	0	0	29682	131797	9637	5141	0	0	(radio	2.01%	/	9.15%	tx	1.02%	/	5.96%	listen	0.98%	/	3.18%)
05:21.146	ID:6	41066	P	193.12	63	509533	9973624	112629	108304	0	0	31622	132352	6894	6481	0	0	(radio	2.10%	/	8.15%	tx	1.07%	/	4.20%	listen	1.03%	/	3.95%)
05:26.141	ID:6	41706	P	193.12	64	528887	10117930	117782	112006	0	0	19352	144306	5153	3702	0	0	(radio	2.15%	/	5.41%	tx	1.10%	/	3.14%	listen	1.05%	/	2.26%)
